BTC,ETH,SOL
30147.860079211525,1912.1228355695634,26.861798043195297
29848.03227250528,1897.199112644643,25.526176388954614
29919.87483825516,1889.2238055517662,26.353311684653363
29787.041530355687,1891.0145054589366,25.3350693194684
29914.68272835899,1891.4724028266849,25.58950999514426
29710.155935991766,1858.3111958083061,24.45678468463933
30057.956718714588,1887.8269808569783,24.773703505475776
29184.901913057693,1850.431150587501,23.422633571179617
29222.974630383527,1857.5965927470297,23.267716629540782
29363.672907978616,1871.5331057115002,25.1519878372353
29200.244001291314,1858.77702138144,25.093488053679394
29314.09738709836,1874.6939950760675,24.825803970620775
29356.74774591667,1880.9180765299413,25.16504796989767
29277.755810272716,1861.8699097932104,24.266784359176683
29233.136365580438,1857.2761957628516,23.75665877952372
29537.109746927432,1869.7451086679923,23.92554655853081
29146.63627084363,1838.0119518760303,23.134812664080517
29176.15059658541,1835.7013026752861,22.654451935469393
29087.938086007627,1828.4611937761101,22.809920321126338
29046.800457023197,1835.0705778421902,22.62509186558245
29044.204375577556,1826.7067792702178,23.16031151415157
29178.147751873083,1826.9334855730522,23.05200017950495
29779.56167125089,1856.8441445120409,24.203816824917432
29585.48807737921,1855.8907273266504,24.384610250755937
29423.81891597763,1850.8769886993493,24.61887321060917
29396.8479714205,1847.5418351143242,24.57980986376842
29412.142274584105,1848.505238656101,24.891819066984105
29284.96971374381,1839.5128095422053,24.223294007901522
29400.58680419105,1843.5133910053466,25.14772487652887
29170.490397060614,1826.9131281594616,23.875641318375827
28754.197021112574,1809.4604742643007,22.846367700285874
26501.58726991974,1675.8621709457839,21.646961802699884
26042.838256848998,1660.6791095302815,21.330196240480664
26104.778630797897,1669.233454808334,21.878330239316607
26160.700419818215,1682.461825140931,21.747537100837746
26119.005958595222,1666.8404654985097,21.20210914644501
26033.675406585844,1635.191294137295,20.55389205635584
26450.00862461353,1679.123993491918,21.672558527450196
26134.934254516003,1658.3996538851384,21.02615201908747
26044.036209289134,1653.4293196573105,20.392834533596297
26002.015717319366,1645.9049996794286,20.27381527104058
26082.717178218525,1656.9310584772875,20.781187138711672
26109.2698239287,1653.198566161456,20.562540137575354
27730.50373550554,1730.1902578762465,21.756889820182593
27297.261438480404,1705.1081032258105,20.840938892992455
25927.417005779287,1645.1815254166893,19.73118602186944
25812.33049442542,1630.6058904999302,19.339387541129707
25853.65684277757,1636.1621989563407,19.46854293968664
25959.596311463454,1635.4030431134638,19.57639006334943
25829.364772941324,1630.6275466678564,19.491905828235154
25784.41351983038,1633.077003857269,20.270462383722805
25752.958418589413,1632.9024163463462,19.625034431663497
26192.333433090567,1646.3050827277937,19.887886504760793
25907.228137249735,1636.354258593187,19.59598499714458
25889.3250094629,1634.4459462937054,19.440479779530477
25834.580098562914,1617.486179584741,18.241559982955604
25133.303106566527,1549.8934231592937,17.705129864271623
25866.806663158084,1594.9745013935253,17.94444618355289
26223.436075660946,1607.736697039678,18.403573351427394
26531.39556626326,1626.436340686946,18.829900592345915
26634.631025000588,1641.9347582842215,19.17312182700796
26557.768691994646,1634.4198849990876,19.126902793634855
26520.988254783886,1622.47877705834,18.803112818374224
26741.461110948952,1636.6346089914616,19.64014703071697
27219.296874634216,1643.69841825706,20.04209873431388
27115.846446970816,1621.5329552921687,20.287247895504184
26561.133454198716,1583.824247006604,19.470117691401224
26572.0381115526,1593.47015355046,19.437726515592722
26573.9234797301,1593.1799744357936,19.47116415036064
26249.562897845204,1580.4777945863666,19.351752066049695
26298.634678281232,1588.4711834402021,19.394881050820743
26204.75759083597,1592.4861256187212,19.01708701773738
26350.146895428057,1597.4168102614992,19.12786529422154
27009.01375072488,1652.196396535431,19.94620329719107
26917.199101637976,1667.9888487709648,20.294161364007895
26969.876144072576,1670.9989557571496,21.387052432956956
27967.510579087113,1733.8180349156962,23.88149631052896
27615.06488509527,1665.2764251106737,23.40994675528492
27439.121946705116,1656.3220030722484,23.546636568867523
